,F1,Precision,Recall,Partial F1,Partial Recall,Partial Precision,New Candidates
24,0.3,0.22714681440443213,0.44165170556552963,0.5681313803817132,0.6262230919765166,0.5199025182778229,"['judges', 'deposits', 'owner', 'data', 'policy', 'this', '', 'plebiscite', 'confusion', 'challenges']"
25,0.29634073185362925,0.22252252252252253,0.44344703770197486,0.5622807017543859,0.62720156555773,0.5095389507154213,"['counterfoil', 'no', 'injunction', 'regulation', 'word', 'money', 'address', 'tally', 'copy', 'food']"
26,0.29850746268656714,0.22361359570661896,0.4488330341113106,0.5638111888111889,0.6311154598825832,0.509478672985782,"['nominations', 'addresses', 'testimony', 'claim', 'count', 'enumerators', 'estimate', 'charter', 'hearing', 'order']"
27,0.2996432818073722,0.224,0.4524236983842011,0.5664488017429194,0.6360078277886497,0.5106048703849175,"['contribution', 'change', 'speaker', 'generality', 'entity', 'media', 'vacancy', 'ex', 'sample', 'certificate']"
28,0.28863636363636364,0.2111388196176226,0.45601436265709155,0.5503581963758956,0.6389432485322897,0.48334566987416727,"['seals', 'sponsors', 'registration', 'facts', 'clerks', 'in', 'inquiry', 'division', 'certification', 'services']"
29,0.27370689655172414,0.19553502694380293,0.45601436265709155,0.5330093155123531,0.6438356164383562,0.45473393227366965,"['landlords', 'advertising', 'to', 'board', 'conditions', 'emergency', 'treatment', 'places', 'supply', 'authorization']"
30,0.2734584450402145,0.19495412844036697,0.4578096947935368,0.5361324182478805,0.649706457925636,0.4563573883161512,"['returning', 'terms', 'book', 'papers', 'constituency', 'settlement', 'meeting', 'rights', 'hall', 'c']"
31,0.2730192719486082,0.1945080091533181,0.4578096947935368,0.5362903225806452,0.6506849315068494,0.4561042524005487,"['situation', 'questions', 'boxes', 'year', 'enactment', 'property', 'floor', 'leadership', 'space', 'week']"
32,0.272,0.19347496206373294,0.4578096947935368,0.5355850422195416,0.6516634050880626,0.4546075085324232,"['oaths', 'letters', 'cause', 'publication', 'character', 'appellants', 'steps', 'X', 'effort', 'font']"
33,0.27070063694267515,0.19216277317256972,0.4578096947935368,0.5352564102564102,0.6536203522504892,0.4531886024423338,"['beverages', 'advance', 'secrecy', 'compensation', 'pen', 'inmate', 'warrant', 'size', 'equality', 'peace']"
34,0.2651475919212843,0.18631732168850074,0.45960502692998206,0.5277231616201337,0.6565557729941291,0.44115713346482577,"['for', 'event', 'absences', 'loss', 'knowledge', 'corrections', 'assistants', 'scrutineers', 'signature', 'safety']"
35,0.26487325400931194,0.18604651162790697,0.45960502692998206,0.5273084479371316,0.6565557729941291,0.44057780695994747,"['outcome', 'statements', 'permission', 'supplies', 'members', 'representatives', 'term', 'review', 'employer', 'confidentiality']"
36,0.2640536358947911,0.18523878437047755,0.45960502692998206,0.5260682085456684,0.6565557729941291,0.43884892086330934,"['call', 'entry', 'consent', 'directions', 'taking', 'end', 'remedy', 'writing', 'ignorance', 'affairs']"
37,0.2635100360267627,0.1847041847041847,0.45960502692998206,0.5252446183953033,0.6565557729941291,0.43770384866275275,"['inspection', 'condominium', 'telephone', 'desirability', 'contrary', 'stub', 'opening', 'summary', 'code', 'format']"
38,0.2624295233213737,0.1836441893830703,0.45960502692998206,0.5236051502145922,0.6565557729941291,0.4354315379623621,"['back', 'employment', 'issue', 'completion', 'contact', 'operation', 'check', 'unless', 'conclusion', 'Speech']"
39,0.26055979643765903,0.18181818181818182,0.45960502692998206,0.5207605743112145,0.6565557729941291,0.4315112540192926,"['counting', 'subject', 'issuing', 'total', 'assistance', 'writs', 'commencement', 'restrictions', 'eligibility', 'whichever']"
40,0.256128064032016,0.17753120665742025,0.45960502692998206,0.5155112983531214,0.6585127201565558,0.42353681560730017,"['Statement', 'box', 'records', 'findings', 'subdivisions', 'force', 'establishment', 'management', 'tariff', 'any']"
41,0.2557442557442557,0.17716262975778546,0.45960502692998206,0.5149196633511859,0.6585127201565558,0.42273869346733667,"['recommendations', 'bet', 'disturbance', 'obstruction', 'boundaries', 'history', 'stay', 'denial', 'group', 'including']"
42,0.25536159600997504,0.17679558011049723,0.45960502692998206,0.5158578525028659,0.6604696673189824,0.4231974921630094,"['boundary', 'band', 'conveyance', 'initials', 'transition', 'display', 'municipalitys', 'interpreter', 'packet', 'proposal']"
43,0.2544731610337972,0.1759450171821306,0.45960502692998206,0.5152439024390243,0.6614481409001957,0.42197253433208487,"['elections', 'revision', 'closing', 'sign', 'municipality', 'window', 'signs', 'exercise', 'nature', 'adjournment']"
44,0.24890617403986387,0.17066666666666666,0.45960502692998206,0.5065567628325216,0.6614481409001957,0.41044323011536127,"['‑day', 'part', 'beginning', 'expense', 'security', 'an', 'losses', 'portion', 'procedures', 'transportation']"
45,0.2359447004608295,0.1587104773713577,0.45960502692998206,0.505763688760807,0.6868884540117417,0.40022805017103763,"['electorate', 'start', 'numbers', 'registered', 'leader', 'step', 'dates', 'meaning', 'of', 'institution']"
46,0.23464711274060499,0.15753846153846154,0.45960502692998206,0.5078909612625538,0.6927592954990215,0.40090600226500567,"['agreements', 'days', 'process', 'piece', 'ability', 'giving', 'close', 'hiring', 'spouse', 'resident']"
47,0.23368324965769052,0.15667074663402691,0.45960502692998206,0.5069717554522702,0.6937377690802349,0.39943661971830985,"['in‑', 'hire', 'decision', 'designate', 'indication', 'commission', 'reprimand', 'later', 'substance', 'site']"
48,0.22705099778270513,0.15076560659599528,0.45960502692998206,0.49842712338343237,0.6976516634050881,0.38771071234366505,"['and', 'functions', 'passing', 'witness', 'filing', 'holding', 'gift', 'assets', 'holiday', 'removal']"
49,0.2276350752878654,0.15108759553204,0.4614003590664273,0.5,0.700587084148728,0.38870792616720956,"['trial', 'agency', 'age', 'mode', 'course', 'allowance', 'continuation', 'discretion', 'mistake', 'conflict']"
50,0.22504378283712786,0.14881297046902142,0.4614003590664273,0.49550173010380627,0.700587084148728,0.38329764453961457,"['expenditure', 'recommendation', 'absence', 'each', 'testing', 'rates', 'introduction', 'calendar', '‑based', 'practice']"
51,0.22117039586919107,0.14544425580079232,0.4614003590664273,0.49010238907849835,0.7025440313111546,0.37631027253668764,"['that', 'locations', 'reasons', 'quantity', 'procurement', 'correction', 'failure', 'basis', 'withholding', 'percentage']"
52,0.22450728363324765,0.14743950478334272,0.4703770197486535,0.49251700680272104,0.7084148727984344,0.37747653806047965,"['desk', 'commissioner', 'violation', 'direction', 'stage', 'staff', 'land', 'referendum', 'law', 'disagreement']"
53,0.22402736212056434,0.14702581369248036,0.4703770197486535,0.4916808149405773,0.7084148727984344,0.3764950598023921,"['proceeding', 'view', 'position', 'contract', 'breach', 'approval', 'control', 'delay', 'broadcast', 'possession']"
54,0.21670802315963603,0.14078452444922085,0.4703770197486535,0.4801587301587301,0.7103718199608611,0.3626373626373626,"['chair', 'population', 'justice', 'salary', 'transmission', 'presence', 'degree', 'others', 'contents', 'or']"
55,0.21670802315963603,0.14078452444922085,0.4703770197486535,0.4801587301587301,0.7103718199608611,0.3626373626373626,"['entrance', 'signatures', 'content', 'wording', 'citizenship', 'Throne', 'disqualification', 'breakdown', 'community', 'dissolution']"
56,0.21661843737081438,0.14070891514500536,0.4703770197486535,0.4799999999999999,0.7103718199608611,0.3624563155267099,"['marker', 'convenience', 'types', 'severity', 'expiration', 'performance', 'type', 'franchise', 'appropriation', 'gender']"
57,0.21626083367725957,0.14040728831725616,0.4703770197486535,0.4800264113568834,0.7113502935420744,0.36223218734429496,"['preparation', 'validity', 'outside', 'additions', 'network', 'availability', 'campuses', 'complex', 'operator', 'taxpayers']"
58,0.21440261865793778,0.13884472708002119,0.4703770197486535,0.476565060635857,0.7113502935420744,0.358304583538689,"['‑to‑', '‑polling‑', 'appeals', 'allegation', 'liability', 'obligations', 'settlements', 'with', 'orders', 'advertisements']"
59,0.21086519114688124,0.1358921161825726,0.4703770197486535,0.47024579560155233,0.7113502935420744,0.351207729468599,"['under', 'interpreters', 'injunctions', 'officials', 'material', 'centre', 'proof', 'printing', 'residences', 'agent']"
60,0.21052631578947367,0.13561076604554864,0.4703770197486535,0.4696382428940568,0.7113502935420744,0.35053037608486015,"['practices', 'organization', 'class', 'damages', 'contestant', 'station', 'contingency', 'jurisdictions', 'standards', 'access']"
61,0.21233974358974356,0.13666838576585869,0.4757630161579892,0.47051240734772803,0.7142857142857143,0.35079288803459874,"['damage', 'approved', 'instructions', 'd', 'Provincial', 'impossibility', 'affidavit', 'incapacity', 'activity', 'factors']"
62,0.21208483393357339,0.1364572605561277,0.4757630161579892,0.4700579523502898,0.7142857142857143,0.3502879078694818,"['activities', 'interest', 'posters', 'recent', 'corporation', 'colour', 'successor', 'disproportionate', 'interviews', 'margin']"
63,0.21183053557154274,0.13624678663239073,0.4757630161579892,0.4702476680604696,0.7152641878669276,0.35026353617632966,"['‑year', 'regulations', 'website', 'materials', 'individuals', 'people', 'notices', 'every', 'methods', 'partys']"
64,0.2081696779261587,0.13323278029160382,0.4757630161579892,0.4854060913705584,0.7485322896281801,0.3591549295774648,"['another', 'electoral', 'political', 'worker', 'bases', 'shelter', 'areas', 'written', 'modifications', 'provide']"
65,0.20846394984326022,0.13333333333333333,0.47755834829443444,0.48575047498416724,0.7504892367906066,0.35908239700374533,"['identifier', 'association', 'clauses', 'earnings', 'district', 'determination', 'omission', 'clause', 'supervision', 'cheque']"
66,0.20867526377491208,0.13336663336663337,0.4793536804308797,0.4890995260663507,0.7573385518590998,0.3611759216052263,"['stations', 'file', 'dwelling', 'students', 'living', 'contest', 'declaratory', 'booth', 'derogates', 'computer‑']"
67,0.20697674418604656,0.13198220464656452,0.4793536804308797,0.4896421845574388,0.7632093933463796,0.36044362292051757,"['from', 'contributions', 'divisions', 'capacity', 'institutions', 'meetings', 'consideration', 'respect', 'surname', 'addition']"
68,0.20475460122699385,0.13018039980497317,0.4793536804308797,0.48786558805227137,0.7671232876712328,0.35766423357664234,"['Voting', 'on', 'charges', 'campaigning', 'details', 'sections', 'revisions', 'copies', 'years', 'enumerations']"
69,0.20189035916824197,0.1278735632183908,0.4793536804308797,0.4829283297446939,0.7681017612524462,0.3521758636159713,"['by', 'subsections', 'pencil', 'regard', 'voice', 'ascertain', 'page', 'opportunity', 'consultation', 'impartiality']"
70,0.20060105184072127,0.12684085510688836,0.4793536804308797,0.4810281517747857,0.7690802348336595,0.3499554764024933,"['Results', 'other', 'efforts', 'agents', 'referendums', 'quantities', 'card', 'legislation', 'assistant', 'rules']"
71,0.20052572286894482,0.1267806267806268,0.4793536804308797,0.4814928112572653,0.7700587084148728,0.35024477080551847,"['months', 'acts', 'citizen', 'table', 'none', 'endorsement', 'interference', 'marking', 'finding', 'home']"
72,0.20045045045045046,0.1267204556241101,0.4793536804308797,0.4813455657492355,0.7700587084148728,0.3500889679715303,"['expenditures', 'amendments', 'changes', 'function', 'applicants', 'decisions', 'support', 'membership', 'fiscal', 'documentation']"
73,0.20067390490453013,0.12677388836329234,0.48114901256732495,0.48092767775404327,0.7710371819960861,0.34944567627494455,"['presentation', 'omissions', 'passage', 'penitentiaries', 'entirety', 'residents', 'pursuant', 'attendance', 'views', 'attention']"
74,0.19977636973537086,0.12605832549388524,0.48114901256732495,0.4797810884767406,0.7720156555772995,0.34803705337450375,"['accordance', 'account', 'make', 'transfer', 'fairness', 'reserve', 'kilometres', 'discovery', 'mark', 'imprisonment']"
75,0.1994047619047619,0.12576255279211637,0.48114901256732495,0.47965998785670916,0.7729941291585127,0.3477112676056338,"['payment', 'possessor', 'negligence', 'seriousness', 'conviction', 'rise', '5av', 'programs', 'endowments', 'session']"
76,0.19992567818654777,0.1260543580131209,0.4829443447037702,0.4795392543194908,0.773972602739726,0.34738691260430393,"['deals', '‑free', 'sitting', 'accounting', 'cast', 'maintenance', 'intent', 'resignation', 'pretence', 'legible']"
77,0.19985141158989597,0.12599531615925058,0.4829443447037702,0.4793939393939394,0.773972602739726,0.3472344161545215,"['rejection', 'sufficient', 'language', '6', 'reoccurrence', 'instrument', 'trespass', 'text', 'unit', 'resolution']"
78,0.19962894248608537,0.12581852198316185,0.4829443447037702,0.4795640326975477,0.7749510763209393,0.34721613327487943,"['8‑', 'messaging', 'image', 'desires', 'container', 'body', 'administrator', 'conveyances', 'perforations', 'conjunction']"
79,0.19948090470893587,0.12570093457943926,0.4829443447037702,0.47927382753403935,0.7749510763209393,0.3469119579500657,"['71b', 'trust', 'faith', 'mandamus', 'combination', 'balance', 'loan', 'production', 'precautions', 'relation']"
80,0.19925925925925925,0.12552496500233318,0.4829443447037702,0.4788391777509069,0.7749510763209393,0.3464566929133858,"['column', 'parte', 'default', 'birth', 'reference', 'columns', 'satisfaction', '‑alone', 'plebiscites', 'suspension']"
81,0.19918548685671975,0.12546641791044777,0.4829443447037702,0.47869446962828655,0.7749510763209393,0.34630520332313075,"['‑election', 'By‑', 'Expenses', 'Electors', 'non‑', 'conflicts', 'courts', 'fees', 'investigations', 'percentages']"
82,0.1991117690599556,0.12540792540792542,0.4829443447037702,0.479154078549849,0.7759295499021527,0.3465909090909091,"['disposition', 'complaints', 'reserves', 'disability', 'penalties', 'objections', 'shelters', 'poster', 'detail', 'contracts']"
83,0.19852398523985237,0.12494194147700882,0.4829443447037702,0.48101265822784806,0.7808219178082192,0.3475609756097561,"['workers', 'citizens', 'printed', 'facilities', 'liabilities', 'estimates', 'allocation', 'offices', 'guidance', 'ending']"
84,0.19845075617853192,0.12488393686165274,0.4829443447037702,0.48147032238626086,0.7818003913894325,0.347845015237266,"['making', 'pieces', 'booths', 'limitations', 'codes', 'remuneration', 'groups', 'classes', 'preparations', 'surnames']"
85,0.19830446000737187,0.12476808905380334,0.4829443447037702,0.48238482384823855,0.7837573385518591,0.34841235319704217,"['limitation', 'proposals', 'sums', 'causes', 'profit', 'exercises', 'counsel', 'books', 'centres', 'enforcement']"
86,0.1982313927781872,0.12471024571163654,0.4829443447037702,0.48223961468994586,0.7837573385518591,0.3482608695652174,"['work', 'endowment', 'dismissal', 'opens', 'publications', 'sampling', 'occasions', 'demands', 'identity', 'designation']"
87,0.19735876742479821,0.12402028584601199,0.4829443447037702,0.4811037792441511,0.7847358121330724,0.3468858131487889,"['affidavits', 'has', 'errors', 'fix', 'rent', 'harm', 'irregularities', 'revenue', 'merit', 'partner']"
88,0.19721407624633427,0.1239060340856748,0.4829443447037702,0.4808153477218225,0.7847358121330724,0.3465859982713915,"['policies', 'error', 'difficulties', 'affiliation', 'device', 'efficiency', 'stores', 'influence', 'its', 'tort']"
89,0.19692532942898974,0.12367816091954023,0.4829443447037702,0.48143712574850295,0.786692759295499,0.3468507333908542,"['store', 'goods', 'restraint', 'attempts', 'observation', 'mobile', 'mail', 'structure', 'answers', 'am']"
90,0.19817184643510055,0.12442607897153352,0.4865350089766607,0.4822016153155848,0.7886497064579256,0.34726411029728566,"['b', 'e', 'tenders', 'plans', 'face', 'solicitors', 'certainty', 'gives', 'point', 'halls']"
91,0.19817184643510055,0.12442607897153352,0.4865350089766607,0.4822016153155848,0.7886497064579256,0.34726411029728566,"['difficulty', 'destruction', 'state', 'hand', 'wilfulness', 'inconsistency', 'repayment', 'lends', 'distribution', 'bill']"
92,0.19802703690171722,0.1243119266055046,0.4865350089766607,0.4825112107623319,0.7896281800391389,0.34739560912613,"['grants', 'travelling', 'deceit', 'lapses', 'pursuance', 'duress', 'excess', 'c29', 'bailiffs', '‑door']"
93,0.19795471146822496,0.12425492893168272,0.4865350089766607,0.48236700537955773,0.7896281800391389,0.3472461273666093,"['grant', 'sequence', 'shelf', 'counter', 'ticket', 'bank', 'relief', 'economy', 'normalization', 'improvement']"
94,0.19737800436999273,0.12380082229328461,0.4865350089766607,0.48121645796064394,0.7896281800391389,0.3460548885077187,"['corporations', 'present', 'education', 'connection', 'nickname', 'blackout', 'template', 'retention', 'votecounting', 'inducement']"
95,0.1958800144560896,0.12262443438914027,0.4865350089766607,0.47881481481481486,0.7906066536203522,0.34339141521461963,"['at', 'points', 'preservation', 'logic', 'health', 'abduction', 'weighting', 'quarters', 'voucher', 'promises']"
96,0.19603603603603606,0.12263300270513977,0.4883303411131059,0.47886491279929055,0.7925636007827789,0.34307496823379924,"['all', 'restitution', 'Offences', 'supervisor', 'confirms', 'sheets', 'reduction', 'void', 'accuracy', 'fax']"
97,0.19409882687522217,0.12101063829787234,0.49012567324955114,0.47368421052631576,0.7925636007827789,0.3377814845704754,"['publish', 'sign poster', 'affect', 'as', 'settlement council', 'those', 'determined', 'requires', 'furnish', 'which']"
98,0.19205065072106928,0.1194225721784777,0.49012567324955114,0.4695652173913043,0.7925636007827789,0.33360790774299837,"['The', 'within', 'after', 'out', 'about', 'when', 'produce', 'flap', 'laid', 'lighting']"
99,0.18971507991660874,0.11762171477811288,0.49012567324955114,0.4648493543758967,0.7925636007827789,0.32886723507917176,"['Officer', 'Division', 'whose', 'before', 'than', 'during', 'against', 'without', 'until', 'alienation']"
100,0.1842726965912926,0.11346633416458853,0.49012567324955114,0.4549019607843137,0.7945205479452054,0.31868131868131866,"['into', 'inside', 'up', 'transmit', 'is', 'between', 'be', 'appointed', 'stored', 'due']"
101,0.18334452652787106,0.1127633209417596,0.49012567324955114,0.4529986052998605,0.7945205479452054,0.3168162309793211,"['petition file', 'through', 'transferred', 'down', 'considered', 'held', 'above', 'different', 'provided', 'conducted']"
102,0.18145695364238412,0.11124644742184328,0.4919210053859964,0.44725970806940235,0.7945205479452054,0.3112303564584132,"['door', 'tenants', 'certificate envelope', 'for each', 'per', 'impact', 'invalid', 'beyond', 'shall', 're']"
103,0.18434093161546086,0.11295546558704453,0.5008976660682226,0.45042570722329034,0.8023483365949119,0.3130966017563956,"['‑compliance', 'desk table', 'contracting party', 'km', 'compiled', 'creation', 'system', 'summonses', 'Alberta', 'obtained']"
104,0.18391562294001318,0.112636253532499,0.5008976660682226,0.449561403508772,0.8023483365949119,0.31226199543031224,"['month', 'judges judgment', 'using', 'charter school', 'what', 'minutes', 'but', 'assigned', 'acting', 'either']"
105,0.18391562294001318,0.112636253532499,0.5008976660682226,0.449561403508772,0.8023483365949119,0.31226199543031224,"['Department', 'municipalitys secretary', 'voter place', 'clerks office', 'contracting partys', 'time nominations', 'closing time', 'municipality information', 'calendar year', 'candidates campaign']"
106,0.18397626112759644,0.11268174474959612,0.5008976660682226,0.449561403508772,0.8023483365949119,0.31226199543031224,"['call display', 'persons function', 'section elector', 'enumeration materials', 'section advertisement', 'nor', '3bi', 's51', 'initiative', 'surprise']"
107,0.18366013071895426,0.1122652816620056,0.5044883303411131,0.44589450788472,0.8023483365949119,0.30873493975903615,"['election officers', 'judgment declaratory', 'must', 'polling booth', 'judges report', 'because', 'opposite', 'members request', 'persons powers', 'if']"
108,0.18359375,0.1121272365805169,0.5062836624775583,0.4443240314277973,0.8023483365949119,0.30723117272386663,"['campaign worker', 'except', 'where', 'whether', 'representatives authorization', 'information officer', '16c', 'adult', 'pm', 'intimidation']"
109,0.18507657217334636,0.11305732484076433,0.5098743267504489,0.4443240314277973,0.8023483365949119,0.30723117272386663,"['polling stations', 'polling booths', 'enumerators successor', 'restrictions limitations', 'enumerators expense', 'judges directions', 'the treatment', 'enumerators subdivision', 'referendum period', 'community support']"
110,0.18584936419954354,0.11354581673306773,0.5116696588868941,0.4443240314277973,0.8023483365949119,0.30723117272386663,"['nomination form', 'candidates nomination', 'election procedures', 'contract agreement', 'nomination contestant', 'revision period', 'a treatment', 'survey questions', 'place date', 'a supply']"
111,0.1866231647634584,0.11403508771929824,0.5134649910233393,0.4443240314277973,0.8023483365949119,0.30723117272386663,"['election proceedings', 'landlord person', 'registration officers', 'treatment centres', 'the supply', 'petition deposit', 'proclamation notice', 'electors vote', 'contact information', 'judges reasons']"
112,0.1866231647634584,0.11403508771929824,0.5134649910233393,0.4443240314277973,0.8023483365949119,0.30723117272386663,"['emergency shelters', 'enumerators duties', 'property assets', 'sponsors name', 'sponsors campaign', 'sampling method', 'documents materials', 'window door', 'candidates surname', 'persons ballot']"
113,0.1866231647634584,0.11403508771929824,0.5134649910233393,0.4443240314277973,0.8023483365949119,0.30723117272386663,"['nomination contest', 'leadership contestant', 'elector resident', 'enumerator identification', 'ex parte', 'information officers', 'election return', 'office store', 'employees employer', 'enumeration election']"
114,0.18513689700130379,0.11310234966148945,0.5098743267504489,0.44384303112313933,0.8023483365949119,0.306771417882529,"['election enumeration', 'paper ballot', 'regulation order', 'ballot envelope', 'staff member', 'the advance', 'order direction', 'advance polls', 'being', 'subsection lapses']"
115,0.18531810766721044,0.11323763955342903,0.5098743267504489,0.44384303112313933,0.8023483365949119,0.306771417882529,"['polling date', 'compliance agreements', 'sequence number', 'powers duties', 'enumeration documents', 'officers deputy', 'identification document', 'identifier number', 'writ determine', 'normalization procedures']"
116,0.1852576647097195,0.11319250697489039,0.5098743267504489,0.44384303112313933,0.8023483365949119,0.306771417882529,"['identification documents', 'officer deputy', 'accuracy testing', 'condominium unit', 'assistants duties', 'officers duties', 'information complaints', 'office staff', 'voter information', 'clerks duties']"
117,0.1784313725490196,0.10906911705952857,0.49012567324955114,0.44384303112313933,0.8023483365949119,0.306771417882529,"['telephone number', 'election materials', 'office position', 'appointment name', 'power duty', 'the election', 'students residences', 'dwelling site', 'voting equipment', 'check mark']"
118,0.17848970251716248,0.1091127098321343,0.49012567324955114,0.44384303112313933,0.8023483365949119,0.306771417882529,"['telephone numbers', 'time orders', 'appellants notice', 'agents candidate', 'election void', 'boundaries maps', 'judges certification', 'party candidate', 'living facility', 'candidates signature']"
119,0.17872340425531916,0.10928742994395517,0.49012567324955114,0.44384303112313933,0.8023483365949119,0.306771417882529,"['table desk', 'living facilities', 'identifier numbers', 'any other', 'card poster', 'employees hours', 'employment contract', 'enumeration period', 'owner printer', 'confusion difficulty']"
120,0.1787819253438114,0.10933119743692431,0.49012567324955114,0.44384303112313933,0.8023483365949119,0.306771417882529,"['elector information', 'advance plans', 'security precautions', 'support centres', 'opinion survey', 'weighting factors', 'how', 'while', 'plebiscite practices', 'declaratory relief']"
121,0.1784313725490196,0.10906911705952857,0.49012567324955114,0.4427645788336933,0.8023483365949119,0.3057419835943326,"['though', 'order staying', 'peace officer', 'broadcast print', 'voters eligibility', 'scrutineer present', 'irregularity failure', 'so', 'condominium corporation', 'supply vote']"
